model_name,biomarker_set,accuracy,precision,recall,f1,AUC,TP,FP,TN,FN
knn,zhao,0.9562841530054644,0.9293478260869565,0.9827586206896551,0.9553072625698323,0.9905132316609355,171,13,179,3
decision_tree,ponti,0.9016393442622951,0.896551724137931,0.896551724137931,0.896551724137931,0.9199718623783102,156,18,174,18
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9881807327662591,160,13,179,14
neural_network,ponti,0.9702702702702704,0.9530448717948719,0.9884868421052632,0.9693823263235706,0.969784546593757,172,9,183,2
xgboost,ponti,0.9289617486338798,0.9111111111111111,0.9425287356321839,0.9265536723163842,0.9754768843342759,164,16,176,10
knn,ponti,0.9153005464480874,0.9230769230769231,0.896551724137931,0.9096209912536444,0.9778478873693572,156,13,179,18
decision_tree,semiz,0.9207650273224044,0.8918918918918919,0.9482758620689655,0.9192200557103064,0.9518914220906863,165,20,172,9
logistic_regression,semiz,0.9371584699453552,0.9217877094972067,0.9482758620689655,0.9348441926345609,0.9848505509702619,165,14,178,9
neural_network,semiz,0.9836336336336335,0.963562091503268,1.0,0.9804373404373404,0.9860906432748537,174,6,186,0
xgboost,semiz,0.9508196721311475,0.9285714285714286,0.9712643678160919,0.949438202247191,0.9852528375705564,169,13,179,5
knn,semiz,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.976561134436879,159,13,179,15
decision_tree,zhao,0.9371584699453552,0.9171270718232044,0.9540229885057471,0.9352112676056338,0.951007910972254,166,15,177,8
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.988431083781947,168,12,180,6
neural_network,zhao,0.9646396396396396,0.9479339199447896,0.9810924369747898,0.962743132974343,0.9639675435391547,171,10,182,3
xgboost,zhao,0.9562841530054644,0.9293478260869565,0.9827586206896551,0.9553072625698323,0.9816237211361051,171,13,179,3
knn,zhao,0.9590163934426229,0.9392265193370166,0.9770114942528736,0.9577464788732395,0.9925233330022907,170,11,181,4
decision_tree,ponti,0.9207650273224044,0.9190751445086706,0.9137931034482759,0.9164265129682997,0.9316804210282472,159,14,178,15
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9809705618384024,160,13,179,14
neural_network,ponti,0.9702702702702701,0.9616959064327485,0.985,0.9722666595566931,0.9691123949579833,171,8,184,3
xgboost,ponti,0.9289617486338798,0.9065934065934066,0.9482758620689655,0.9269662921348315,0.978192402121872,165,17,175,9
knn,ponti,0.9180327868852459,0.9186046511627907,0.9080459770114943,0.9132947976878613,0.9777374547754982,158,14,178,16
decision_tree,semiz,0.9153005464480874,0.8994413407821229,0.9252873563218391,0.9121813031161473,0.9348947991388652,161,18,174,13
logistic_regression,semiz,0.9426229508196722,0.9322033898305084,0.9482758620689655,0.94017094017094,0.9864280630640504,165,12,180,9
neural_network,semiz,0.9836336336336335,0.9663293650793652,1.0,0.9826644419918271,0.9838884288226394,174,6,186,0
xgboost,semiz,0.9508196721311475,0.9382022471910112,0.9597701149425287,0.9488636363636365,0.9904415037103655,167,11,181,7
knn,semiz,0.9180327868852459,0.9444444444444444,0.8793103448275862,0.9107142857142858,0.9739505327360355,153,9,183,21
decision_tree,zhao,0.9453551912568307,0.9375,0.9482758620689655,0.9428571428571428,0.9477590243863462,165,11,181,9
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.990808487533316,168,12,180,6
neural_network,zhao,0.9698948948948949,0.946228354978355,0.9877777777777779,0.965113473802327,0.9719838086749851,172,9,183,2
xgboost,zhao,0.9426229508196722,0.9180327868852459,0.9655172413793104,0.9411764705882353,0.9849332988777648,168,15,177,6
knn,zhao,0.9590163934426229,0.9392265193370166,0.9770114942528736,0.9577464788732395,0.9870536304940328,170,11,181,4
decision_tree,ponti,0.9016393442622951,0.8833333333333333,0.9137931034482759,0.8983050847457628,0.9252335716399184,159,21,171,15
logistic_regression,ponti,0.9316939890710383,0.9257142857142857,0.9310344827586207,0.9283667621776505,0.985046009631923,162,13,179,12
neural_network,ponti,0.962087087087087,0.9467700501253132,0.9783333333333333,0.9613126280868217,0.9635760635992835,170,10,182,4
xgboost,ponti,0.9289617486338798,0.9111111111111111,0.9425287356321839,0.9265536723163842,0.9834891471393357,164,16,176,10
knn,ponti,0.9234972677595629,0.9195402298850575,0.9195402298850575,0.9195402298850575,0.9749081966449292,160,14,178,14
decision_tree,semiz,0.9316939890710383,0.9162011173184358,0.9425287356321839,0.9291784702549574,0.9333990428958838,164,15,177,10
logistic_regression,semiz,0.9398907103825137,0.9269662921348315,0.9482758620689655,0.9375000000000001,0.9884408870760779,165,13,179,9
neural_network,semiz,0.9835585585585586,0.9664578111946532,1.0,0.9825874306362111,0.9846217525911966,174,6,186,0
xgboost,semiz,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.989634898868014,168,12,180,6
knn,semiz,0.9262295081967213,0.9454545454545454,0.896551724137931,0.920353982300885,0.9804474812626985,156,9,183,18
decision_tree,zhao,0.9371584699453552,0.9171270718232044,0.9540229885057471,0.9352112676056338,0.9551030178219613,166,15,177,8
logistic_regression,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9887360872379254,169,12,180,5
neural_network,zhao,0.9728228228228228,0.9530054756456359,0.9949999999999999,0.9726509176046603,0.9731282249742002,173,9,183,1
xgboost,zhao,0.9480874316939891,0.9234972677595629,0.9712643678160919,0.9467787114845938,0.9856511947565869,169,14,178,5
knn,zhao,0.9590163934426229,0.9344262295081968,0.9827586206896551,0.9579831932773109,0.9913122136506424,171,12,180,3
decision_tree,ponti,0.912568306010929,0.8944444444444445,0.9252873563218391,0.9096045197740114,0.9157814192914182,161,19,173,13
logistic_regression,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9825383160684009,159,13,179,15
neural_network,ponti,0.9618618618618617,0.9449802201582387,0.9769736842105263,0.960121629990051,0.9624671359771979,170,10,182,4
xgboost,ponti,0.9207650273224044,0.9050279329608939,0.9310344827586207,0.9178470254957508,0.9816784728859034,162,17,175,12
knn,ponti,0.9207650273224044,0.9239766081871345,0.9080459770114943,0.9159420289855073,0.9752096985387413,158,13,179,16
decision_tree,semiz,0.9207650273224044,0.9050279329608939,0.9310344827586207,0.9178470254957508,0.9316306033502999,162,17,175,12
logistic_regression,semiz,0.9316939890710383,0.9209039548022598,0.9367816091954023,0.9287749287749287,0.9855948918642419,163,14,178,11
neural_network,semiz,0.9698198198198199,0.9641255632687858,0.9833333333333334,0.9722017423475993,0.9717896723906954,170,7,185,4
xgboost,semiz,0.9562841530054644,0.9340659340659341,0.9770114942528736,0.9550561797752809,0.988873249587343,170,12,180,4
knn,semiz,0.907103825136612,0.9430379746835443,0.8563218390804598,0.8975903614457832,0.9763198936760598,149,9,183,25
decision_tree,zhao,0.9344262295081968,0.9120879120879121,0.9540229885057471,0.9325842696629213,0.9573538961038961,166,16,176,8
logistic_regression,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9894907796451914,169,12,180,5
neural_network,zhao,0.962012012012012,0.9446339917392548,0.9814253393665158,0.9621237470539796,0.9616325071986835,170,10,182,4
xgboost,zhao,0.953551912568306,0.9243243243243243,0.9827586206896551,0.9526462395543176,0.9860647048788678,171,14,178,3
knn,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9924957047596367,169,12,180,5
decision_tree,ponti,0.9043715846994536,0.8797814207650273,0.9252873563218391,0.9019607843137255,0.9280770027709387,161,22,170,13
logistic_regression,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9847677542545068,159,13,179,15
neural_network,ponti,0.97012012012012,0.9525093984962405,0.9875,0.9688457839913387,0.9701905806182122,172,9,183,2
xgboost,ponti,0.9344262295081968,0.9166666666666666,0.9482758620689655,0.9322033898305084,0.976937165216964,165,15,177,9
knn,ponti,0.9180327868852459,0.9186046511627907,0.9080459770114943,0.9132947976878613,0.9796641021839356,158,14,178,16
decision_tree,semiz,0.9234972677595629,0.9010989010989011,0.9425287356321839,0.9213483146067416,0.952535292010154,164,18,174,10
logistic_regression,semiz,0.9426229508196722,0.9322033898305084,0.9482758620689655,0.94017094017094,0.987468766492104,165,12,180,9
neural_network,semiz,0.9835585585585586,0.9701095162147795,1.0,0.9845182011627195,0.9825025303643725,174,6,186,0
xgboost,semiz,0.9508196721311475,0.9285714285714286,0.9712643678160919,0.949438202247191,0.9897899020054594,169,13,179,5
knn,semiz,0.9153005464480874,0.9440993788819876,0.8735632183908046,0.9074626865671642,0.9787920827265794,152,9,183,22
decision_tree,zhao,0.9453551912568307,0.9184782608695652,0.9712643678160919,0.9441340782122905,0.9462294244694298,169,15,177,5
logistic_regression,zhao,0.9562841530054644,0.9438202247191011,0.9655172413793104,0.9545454545454545,0.9853217756400806,168,10,182,6
neural_network,zhao,0.9697447447447448,0.9438054695562436,0.9949999999999999,0.9676960415322485,0.9726026650171893,173,10,182,1
xgboost,zhao,0.9508196721311475,0.9239130434782609,0.9770114942528736,0.9497206703910613,0.9842972487337895,170,14,178,4
knn,zhao,0.9617486338797814,0.9395604395604396,0.9827586206896551,0.9606741573033708,0.9925348055224218,171,11,181,3
decision_tree,ponti,0.9098360655737705,0.8895027624309392,0.9252873563218391,0.9070422535211268,0.9215494880178609,161,20,172,13
logistic_regression,ponti,0.9316939890710383,0.930635838150289,0.9252873563218391,0.9279538904899136,0.9859526287588402,161,12,180,13
neural_network,ponti,0.9615615615615616,0.9306926406926408,0.9846153846153847,0.9552718067237784,0.9602548110102458,172,12,180,2
xgboost,ponti,0.9262295081967213,0.9106145251396648,0.9367816091954023,0.9235127478753541,0.9794450429676065,163,16,176,11
knn,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9728587211399711,159,13,179,15
decision_tree,semiz,0.912568306010929,0.927710843373494,0.8850574712643678,0.9058823529411766,0.9501793862368467,154,12,180,20
logistic_regression,semiz,0.9398907103825137,0.9269662921348315,0.9482758620689655,0.9375000000000001,0.9860843199814798,165,13,179,9
neural_network,semiz,0.9727477477477476,0.9696625699721675,0.9741176470588236,0.9701809511111836,0.9700653594771242,170,6,186,4
xgboost,semiz,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.986273867601267,168,12,180,6
knn,semiz,0.9180327868852459,0.9186046511627907,0.9080459770114943,0.9132947976878613,0.978307142417947,158,14,178,16
decision_tree,zhao,0.9426229508196722,0.9135135135135135,0.9712643678160919,0.9415041782729805,0.9482280558422198,169,16,176,5
logistic_regression,zhao,0.953551912568306,0.9385474860335196,0.9655172413793104,0.9518413597733711,0.9899301792310048,168,11,181,6
neural_network,zhao,0.9728978978978977,0.9513533834586466,0.9958333333333333,0.9724263105068853,0.9751621354109912,173,9,183,1
xgboost,zhao,0.9508196721311475,0.9239130434782609,0.9770114942528736,0.9497206703910613,0.9827702570262555,170,14,178,4
knn,zhao,0.9562841530054644,0.9340659340659341,0.9770114942528736,0.9550561797752809,0.9903603873766412,170,12,180,4
decision_tree,ponti,0.9207650273224044,0.9096045197740112,0.9252873563218391,0.9173789173789174,0.8977733084195932,161,16,176,13
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9845410221359977,160,13,179,14
neural_network,ponti,0.9592342342342342,0.9488869713877455,0.9662112010796221,0.9566395732832044,0.9582070072058629,168,9,183,6
xgboost,ponti,0.9262295081967213,0.8972972972972973,0.9540229885057471,0.9247910863509748,0.9806151061767003,166,19,173,8
knn,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9770267116189253,159,13,179,15
decision_tree,semiz,0.9098360655737705,0.8983050847457628,0.9137931034482759,0.9059829059829059,0.9485332203056661,159,18,174,15
logistic_regression,semiz,0.9371584699453552,0.9217877094972067,0.9482758620689655,0.9348441926345609,0.9852511693896806,165,14,178,9
neural_network,semiz,0.9781531531531531,0.9516346242747845,1.0,0.9748664890604786,0.9791730747322853,174,8,184,0
xgboost,semiz,0.953551912568306,0.9289617486338798,0.9770114942528736,0.9523809523809524,0.9872209343803771,170,13,179,4
knn,semiz,0.9180327868852459,0.9444444444444444,0.8793103448275862,0.9107142857142858,0.9781738353236031,153,9,183,21
decision_tree,zhao,0.9316939890710383,0.8983957219251337,0.9655172413793104,0.9307479224376731,0.9362730017135332,168,19,173,6
logistic_regression,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9899032688759883,169,12,180,5
neural_network,zhao,0.9727477477477476,0.9530440027808449,0.9944444444444445,0.9728322819088561,0.9726984434124526,173,9,183,1
xgboost,zhao,0.9453551912568307,0.9184782608695652,0.9712643678160919,0.9441340782122905,0.9861713594927604,169,15,177,5
knn,zhao,0.9562841530054644,0.9340659340659341,0.9770114942528736,0.9550561797752809,0.9901804459157401,170,12,180,4
decision_tree,ponti,0.9234972677595629,0.9147727272727273,0.9252873563218391,0.92,0.913869240085605,161,15,177,13
logistic_regression,ponti,0.9289617486338798,0.9252873563218391,0.9252873563218391,0.9252873563218391,0.9830090419341582,161,13,179,13
neural_network,ponti,0.9564564564564565,0.9483384262796027,0.9664705882352941,0.9559259180955395,0.9547595704948645,168,10,182,6
xgboost,ponti,0.9289617486338798,0.9065934065934066,0.9482758620689655,0.9269662921348315,0.9801513118231384,165,17,175,9
knn,ponti,0.912568306010929,0.9176470588235294,0.896551724137931,0.9069767441860465,0.9781742591754874,156,14,178,18
decision_tree,semiz,0.9098360655737705,0.8983050847457628,0.9137931034482759,0.9059829059829059,0.9541704434196694,159,18,174,15
logistic_regression,semiz,0.9344262295081968,0.9213483146067416,0.9425287356321839,0.9318181818181818,0.9854171561224578,164,14,178,10
neural_network,semiz,0.9837087087087089,0.9638905642001617,1.0,0.9811837121736691,0.9853134879682868,174,6,186,0
xgboost,semiz,0.953551912568306,0.9289617486338798,0.9770114942528736,0.9523809523809524,0.9887460020620186,170,13,179,4
knn,semiz,0.9234972677595629,0.9294117647058824,0.9080459770114943,0.9186046511627908,0.9799437604210566,158,12,180,16
decision_tree,zhao,0.9344262295081968,0.9166666666666666,0.9482758620689655,0.9322033898305084,0.9669667407433467,165,15,177,9
logistic_regression,zhao,0.9480874316939891,0.9281767955801105,0.9655172413793104,0.9464788732394367,0.990309543696608,168,13,179,6
neural_network,zhao,0.9671171171171172,0.9463947252848854,0.985645933014354,0.9647677547677548,0.9646222389357402,172,10,182,2
xgboost,zhao,0.9480874316939891,0.9234972677595629,0.9712643678160919,0.9467787114845938,0.9822561333145698,169,14,178,5
knn,zhao,0.9590163934426229,0.9344262295081968,0.9827586206896551,0.9579831932773109,0.9907355705440072,171,12,180,3
decision_tree,ponti,0.907103825136612,0.8977272727272727,0.9080459770114943,0.9028571428571429,0.9179778541533572,158,18,174,16
logistic_regression,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9865301302049183,159,13,179,15
neural_network,ponti,0.9671171171171171,0.9675324675324676,0.9736842105263157,0.9674094604582409,0.9669074647402821,169,7,185,5
xgboost,ponti,0.9262295081967213,0.9060773480662984,0.9425287356321839,0.923943661971831,0.983153428879006,164,17,175,10
knn,ponti,0.9153005464480874,0.9230769230769231,0.896551724137931,0.9096209912536444,0.9831802890633993,156,13,179,18
decision_tree,semiz,0.9180327868852459,0.8913043478260869,0.9425287356321839,0.9162011173184358,0.9456871525820914,164,20,172,10
logistic_regression,semiz,0.9398907103825137,0.9269662921348315,0.9482758620689655,0.9375000000000001,0.9881089010275307,165,13,179,9
neural_network,semiz,0.9674174174174173,0.9399259177355154,0.9883333333333333,0.9623264170174188,0.9703698692088784,172,10,182,2
xgboost,semiz,0.9508196721311475,0.9239130434782609,0.9770114942528736,0.9497206703910613,0.9908904486036839,170,14,178,4
knn,semiz,0.9234972677595629,0.9397590361445783,0.896551724137931,0.9176470588235294,0.9817827910076193,156,10,182,18
decision_tree,zhao,0.9316939890710383,0.9162011173184358,0.9425287356321839,0.9291784702549574,0.9405055475275503,164,15,177,10
logistic_regression,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9907439179972075,169,12,180,5
neural_network,zhao,0.9700450450450451,0.952812049062049,0.9893557422969188,0.9704521635334942,0.9698840086100317,172,9,183,2
xgboost,zhao,0.9508196721311475,0.9239130434782609,0.9770114942528736,0.9497206703910613,0.9821883069952924,170,14,178,4
knn,zhao,0.9562841530054644,0.9293478260869565,0.9827586206896551,0.9553072625698323,0.9919444530731379,171,13,179,3
decision_tree,ponti,0.9153005464480874,0.903954802259887,0.9195402298850575,0.9116809116809117,0.9118313255759622,160,17,175,14
logistic_regression,ponti,0.9344262295081968,0.9261363636363636,0.9367816091954023,0.9314285714285715,0.9844234917167007,163,13,179,11
neural_network,ponti,0.9645645645645645,0.9365791930807411,0.9928571428571429,0.9628535353535355,0.9654194353006442,173,12,180,1
xgboost,ponti,0.9289617486338798,0.9111111111111111,0.9425287356321839,0.9265536723163842,0.9773188424458363,164,16,176,10
knn,ponti,0.9180327868852459,0.9186046511627907,0.9080459770114943,0.9132947976878613,0.9775611795550058,158,14,178,16
decision_tree,semiz,0.9207650273224044,0.9096045197740112,0.9252873563218391,0.9173789173789174,0.9448657531194297,161,16,176,13
logistic_regression,semiz,0.9426229508196722,0.9322033898305084,0.9482758620689655,0.94017094017094,0.9860530937743551,165,12,180,9
neural_network,semiz,0.980930930930931,0.9571440242763772,1.0,0.9774106404348342,0.9836324166030048,174,7,185,0
xgboost,semiz,0.9480874316939891,0.9234972677595629,0.9712643678160919,0.9467787114845938,0.9879346350781141,169,14,178,5
knn,semiz,0.9180327868852459,0.9235294117647059,0.9022988505747126,0.9127906976744186,0.9797576179219625,157,13,179,17
decision_tree,zhao,0.9371584699453552,0.9171270718232044,0.9540229885057471,0.9352112676056338,0.9607967535560414,166,15,177,8
logistic_regression,zhao,0.953551912568306,0.9385474860335196,0.9655172413793104,0.9518413597733711,0.9910938232948683,168,11,181,6
neural_network,zhao,0.962087087087087,0.9351120224804437,0.9873076923076922,0.9591536450838778,0.9639363231797443,172,12,180,2
xgboost,zhao,0.9508196721311475,0.9239130434782609,0.9770114942528736,0.9497206703910613,0.986470875447521,170,14,178,4
knn,zhao,0.9590163934426229,0.9297297297297298,0.9885057471264368,0.958217270194986,0.9889345289136928,172,13,179,2
decision_tree,ponti,0.9098360655737705,0.9028571428571428,0.9080459770114943,0.9054441260744985,0.9338387386887353,158,17,175,16
logistic_regression,ponti,0.9289617486338798,0.9252873563218391,0.9252873563218391,0.9252873563218391,0.9858012044656727,161,13,179,13
neural_network,ponti,0.959009009009009,0.9380276917784658,0.9741666666666667,0.9543316110227874,0.958456083390294,170,11,181,4
xgboost,ponti,0.9262295081967213,0.9016393442622951,0.9482758620689655,0.9243697478991596,0.9809652932015673,165,18,174,9
knn,ponti,0.907103825136612,0.9166666666666666,0.8850574712643678,0.9005847953216374,0.9756351665799228,154,14,178,20
decision_tree,semiz,0.9180327868852459,0.9044943820224719,0.9252873563218391,0.9147727272727272,0.9322761714334856,161,17,175,13
logistic_regression,semiz,0.9398907103825137,0.9269662921348315,0.9482758620689655,0.9375000000000001,0.9863974569761016,165,13,179,9
neural_network,semiz,0.9835585585585583,0.9663001867413632,1.0,0.982442760491541,0.9846178171878973,174,6,186,0
xgboost,semiz,0.9562841530054644,0.9388888888888889,0.9712643678160919,0.9548022598870056,0.9878773554876495,169,11,181,5
knn,semiz,0.9180327868852459,0.9186046511627907,0.9080459770114943,0.9132947976878613,0.9813102119889205,158,14,178,16
decision_tree,zhao,0.9344262295081968,0.9166666666666666,0.9482758620689655,0.9322033898305084,0.9592581199521344,165,15,177,9
logistic_regression,zhao,0.9562841530054644,0.9388888888888889,0.9712643678160919,0.9548022598870056,0.9905201436837592,169,11,181,5
neural_network,zhao,0.9670420420420418,0.9497444368497,0.9811111111111112,0.9646240488402855,0.9668486433474992,171,9,183,3
xgboost,zhao,0.9480874316939891,0.9281767955801105,0.9655172413793104,0.9464788732394367,0.9851741737364803,168,13,179,6
knn,zhao,0.9562841530054644,0.9388888888888889,0.9712643678160919,0.9548022598870056,0.9865380439456484,169,11,181,5
decision_tree,ponti,0.912568306010929,0.8901098901098901,0.9310344827586207,0.9101123595505618,0.9193766304069955,162,20,172,12
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9887777654921617,160,13,179,14
neural_network,ponti,0.97012012012012,0.9541390774463867,0.9894736842105264,0.9709690057058478,0.9700563909774436,172,9,183,2
xgboost,ponti,0.9207650273224044,0.9050279329608939,0.9310344827586207,0.9178470254957508,0.9774505169360633,162,17,175,12
knn,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9724535590291202,160,13,179,14
decision_tree,semiz,0.9098360655737705,0.9075144508670521,0.9022988505747126,0.904899135446686,0.9225838814393381,157,16,176,17
logistic_regression,semiz,0.9398907103825137,0.9269662921348315,0.9482758620689655,0.9375000000000001,0.9847418686143279,165,13,179,9
neural_network,semiz,0.9728228228228227,0.9458170090778786,1.0,0.9711054778911006,0.9745138888888889,174,10,182,0
xgboost,semiz,0.9426229508196722,0.9226519337016574,0.9597701149425287,0.9408450704225353,0.9846887109047365,167,14,178,7
knn,semiz,0.9180327868852459,0.9337349397590361,0.8908045977011494,0.911764705882353,0.9769319255198706,155,11,181,19
decision_tree,zhao,0.9398907103825137,0.9222222222222223,0.9540229885057471,0.9378531073446328,0.9414294030142395,166,14,178,8
logistic_regression,zhao,0.953551912568306,0.9385474860335196,0.9655172413793104,0.9518413597733711,0.9881997849644908,168,11,181,6
neural_network,zhao,0.9726726726726727,0.9466304631900607,1.0,0.9722739283367325,0.9736456029780334,174,10,182,0
xgboost,zhao,0.9426229508196722,0.9180327868852459,0.9655172413793104,0.9411764705882353,0.9807279601203749,168,15,177,6
knn,zhao,0.9590163934426229,0.9392265193370166,0.9770114942528736,0.9577464788732395,0.9915806980687012,170,11,181,4
decision_tree,ponti,0.9180327868852459,0.9044943820224719,0.9252873563218391,0.9147727272727272,0.9117689449124746,161,17,175,13
logistic_regression,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9831326745972054,159,13,179,15
neural_network,ponti,0.9647147147147148,0.9466666666666667,0.9800000000000001,0.9601086048454469,0.9690146198830408,170,9,183,4
xgboost,ponti,0.9289617486338798,0.9065934065934066,0.9482758620689655,0.9269662921348315,0.9781294915431407,165,17,175,9
knn,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9795216023753961,160,13,179,14
decision_tree,semiz,0.9289617486338798,0.9111111111111111,0.9425287356321839,0.9265536723163842,0.9446981738599947,164,16,176,10
logistic_regression,semiz,0.9426229508196722,0.9322033898305084,0.9482758620689655,0.94017094017094,0.987125053201872,165,12,180,9
neural_network,semiz,0.978078078078078,0.9622321714233479,0.9952380952380953,0.9782455154574656,0.9775159365805818,173,7,185,1
xgboost,semiz,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9910743134102814,168,12,180,6
knn,semiz,0.9316939890710383,0.9515151515151515,0.9022988505747126,0.9262536873156343,0.9819533492532958,157,8,184,17
decision_tree,zhao,0.9344262295081968,0.9166666666666666,0.9482758620689655,0.9322033898305084,0.9496115838782246,165,15,177,9
logistic_regression,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9892168140746348,169,12,180,5
neural_network,zhao,0.97012012012012,0.944423558897243,0.9923076923076923,0.9669478098788444,0.9714462438146649,173,10,182,1
xgboost,zhao,0.9480874316939891,0.918918918918919,0.9770114942528736,0.947075208913649,0.9874532513386358,170,15,177,4
knn,zhao,0.9480874316939891,0.9281767955801105,0.9655172413793104,0.9464788732394367,0.9929349694423223,168,13,179,6
decision_tree,ponti,0.9016393442622951,0.8920454545454546,0.9022988505747126,0.8971428571428571,0.9269411563122232,157,19,173,17
logistic_regression,ponti,0.9289617486338798,0.9252873563218391,0.9252873563218391,0.9252873563218391,0.9859318735576729,161,13,179,13
neural_network,ponti,0.9701951951951951,0.943940474879363,1.0,0.9702198343661758,0.971193022663611,174,11,181,0
xgboost,ponti,0.9316939890710383,0.9116022099447514,0.9482758620689655,0.9295774647887324,0.9816078029521964,165,16,176,9
knn,ponti,0.9180327868852459,0.9235294117647059,0.9022988505747126,0.9127906976744186,0.9807795726721487,157,13,179,17
decision_tree,semiz,0.9262295081967213,0.9106145251396648,0.9367816091954023,0.9235127478753541,0.933371035569178,163,16,176,11
logistic_regression,semiz,0.9371584699453552,0.9217877094972067,0.9482758620689655,0.9348441926345609,0.9878687217237943,165,14,178,9
neural_network,semiz,0.9783033033033032,0.953890056022409,0.9954545454545455,0.9729397302303632,0.9826506826506826,173,7,185,1
xgboost,semiz,0.9508196721311475,0.9382022471910112,0.9597701149425287,0.9488636363636365,0.9866251509661836,167,11,181,7
knn,semiz,0.9153005464480874,0.9333333333333333,0.8850574712643678,0.9085545722713864,0.9803500240589266,154,11,181,20
decision_tree,zhao,0.9371584699453552,0.912568306010929,0.9597701149425287,0.9355742296918768,0.9571777025854373,167,16,176,7
logistic_regression,zhao,0.9508196721311475,0.9285714285714286,0.9712643678160919,0.949438202247191,0.9877317426164499,169,13,179,5
neural_network,zhao,0.9808558558558559,0.9607098939707637,1.0,0.979481500411733,0.9814656432748539,174,7,185,0
xgboost,zhao,0.9453551912568307,0.9184782608695652,0.9712643678160919,0.9441340782122905,0.9888221677559912,169,15,177,5
knn,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9923185610050599,169,12,180,5
decision_tree,ponti,0.8961748633879781,0.8908045977011494,0.8908045977011494,0.8908045977011495,0.9155658168371017,155,19,173,19
logistic_regression,ponti,0.9289617486338798,0.9252873563218391,0.9252873563218391,0.9252873563218391,0.9815534975287298,161,13,179,13
neural_network,ponti,0.9698948948948948,0.938441770647653,0.9947368421052631,0.9645200610926418,0.9742411187323018,173,10,182,1
xgboost,ponti,0.9398907103825137,0.9175824175824175,0.9597701149425287,0.9382022471910112,0.9782699504753166,167,15,177,7
knn,ponti,0.9207650273224044,0.9239766081871345,0.9080459770114943,0.9159420289855073,0.9767472271049048,158,13,179,16
decision_tree,semiz,0.9262295081967213,0.9060773480662984,0.9425287356321839,0.923943661971831,0.9184497513341683,164,17,175,10
logistic_regression,semiz,0.9371584699453552,0.9265536723163842,0.9425287356321839,0.9344729344729344,0.9867676167963892,164,13,179,10
neural_network,semiz,0.9808558558558558,0.9603973513362394,1.0,0.9795851830793184,0.9803895790200139,174,7,185,0
xgboost,semiz,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9899673704918269,169,12,180,5
knn,semiz,0.9180327868852459,0.9337349397590361,0.8908045977011494,0.911764705882353,0.9785896020688977,155,11,181,19
decision_tree,zhao,0.9371584699453552,0.9171270718232044,0.9540229885057471,0.9352112676056338,0.9562872164632792,166,15,177,8
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9885872111204929,168,12,180,6
neural_network,zhao,0.9728978978978979,0.9536124401913876,0.9947368421052631,0.9719929402915939,0.974978387998983,173,9,183,1
xgboost,zhao,0.9480874316939891,0.9234972677595629,0.9712643678160919,0.9467787114845938,0.9803162669383308,169,14,178,5
knn,zhao,0.9617486338797814,0.9347826086956522,0.9885057471264368,0.9608938547486033,0.991193537356463,172,12,180,2
decision_tree,ponti,0.9016393442622951,0.8876404494382022,0.9080459770114943,0.8977272727272727,0.919596612773584,158,20,172,16
